"WBRchCd","tn02","tn25","ts02","ts25","ts_chg"
"01090002002803",0.870664058733648,0.768258647306803,"eu","eu",0
"01090001001640",0.152689444838321,0.114975168036137,"oligo","oligo",0
"01090003001131",0.467183803563836,0.362637455755861,"meso","oligo",1
"01090002003207",0.26273665174205,0.198026940856618,"oligo","oligo",0
"01090003001073",0.531809920061621,0.434639607156783,"meso","meso",0
"01090001001667",0.199884087954334,0.173016151359589,"oligo","oligo",0
"01090004002328",0.55733778790876,0.444217950952644,"meso","meso",0
"01090004002425",0.345280292564899,0.3073767183945,"oligo","oligo",0
"01090004002626",0.254396201790012,0.220089836302845,"oligo","oligo",0
"01090001001655",0.0534071386377304,0.0391778807283521,"oligo","oligo",0
"01090004002652",0.232305796284198,0.198832006390468,"oligo","oligo",0
"01090004002629",0.115233674518377,0.100362070267186,"oligo","oligo",0
"01090004002451",0.667315935322812,0.565868892729847,"meso","meso",0
"01090004002821",0.453016496956973,0.381744019467144,"meso","meso",0
"01090003000924",0.41275907197247,0.337866070039519,"meso","oligo",1
"01090004002771",0.269050549737371,0.208417213261608,"oligo","oligo",0
"01090004002173",0.56991358767405,0.492821255525682,"meso","meso",0
"01090002003296",0.525759348899762,0.455893786510033,"meso","meso",0
"01090004002499",2.3432157486012,2.23927312665705,"eu","eu",0
"01090003001192",0.643241518745507,0.545123563522703,"meso","meso",0
"01090005000637",0.513803935948586,0.41024531936288,"meso","meso",0
"01090005000596",0.51173387694054,0.417228517918086,"meso","meso",0
"01090003001185",0.481256849080301,0.363029304377015,"meso","oligo",1
"01090004002632",1.17595403457635,1.07560180041201,"eu","eu",0
"01090003001055",0.0928998982546538,0.0549130686230443,"oligo","oligo",0
"01090004002630",0.712104618721496,0.605293476026922,"meso","meso",0
"01090001002002",0.711349344676681,0.599035556935687,"meso","meso",0
"01090002003401",0.475267609058178,0.396954153178387,"meso","meso",0
"01090004002599",0.194070828500845,0.176552901870968,"oligo","oligo",0
"01090004002724",0.233545698163679,0.183867765094352,"oligo","oligo",0
"01090004002472",0.410158460004075,0.370467042889463,"meso","meso",0
"01090002003490",0.384641324272514,0.334707804949987,"meso","oligo",1
"01090001002083",0.630052241147149,0.520469628254926,"meso","meso",0
"01090004002311",0.680203126277634,0.562053694679835,"meso","meso",0
"01090003001243",4.22926347361468,4.13388371023925,"hyper","hyper",0
"01090004002584",0.629144065640604,0.527950432635878,"meso","meso",0
"01090001002010",0.642349345782297,0.55139237813493,"meso","meso",0
"01090002003095",0.170619862600944,0.151876790394203,"oligo","oligo",0
"01090002003325",0.0880596443026545,0.0718123070728163,"oligo","oligo",0
"01090002003133",0.645574541220106,0.570406827271442,"meso","meso",0
"01090005000557",0.170112280980775,0.115276727552038,"oligo","oligo",0
"01090004002281",0.179163724340323,0.103447099441353,"oligo","oligo",0
"01090004002673",1.01511652326274,0.911984600356707,"eu","eu",0
"01090004002848",0.0723027028445207,0.0650514233573816,"oligo","oligo",0
"01090001001658",0.148498268136256,0.114074664678721,"oligo","oligo",0
"01090005000543",0.447796421760917,0.383698202172914,"meso","meso",0
"01090001001849",0.840120321223531,0.718432057144291,"eu","meso",1
"01090004002707",0.80285472210812,0.718768996481266,"eu","meso",1
"01090003001142",2.06648510981676,1.95948679584507,"eu","eu",0
"01090004002765",0.224766117484805,0.203080483389566,"oligo","oligo",0
"01090002002812",0.0390703503080807,0.026213258505323,"oligo","oligo",0
"01090005000580",0.456589303072767,0.40299427885609,"meso","meso",0
"01090001001792",1.35162813987017,1.23356202229565,"eu","eu",0
"01090004002839",0.426809988560602,0.33383756440057,"meso","oligo",1
"01090004002735",0.0950351135134412,0.0619052860099021,"oligo","oligo",0
"01090003001056",0.057631835207337,0.0448778830661185,"oligo","oligo",0
"01090002003278",0.144862219171596,0.120245783685637,"oligo","oligo",0
"01090001001662",0.0509501115372341,0.0325144919515632,"oligo","oligo",0
"01090003000914",0.488945396324401,0.388418011688715,"meso","meso",0
"01090005000555",0.249699476132598,0.196479725668435,"oligo","oligo",0
"01090002003572",0.343175387107773,0.265502628940228,"oligo","oligo",0
"01090002003281",0.138929853229034,0.115174825262255,"oligo","oligo",0
"01090001002012",0.771317133525539,0.650689319782934,"eu","meso",1
"01090004002834",0.421034537880299,0.372035284531974,"meso","meso",0
"01090001001958",0.118319335797234,0.0828497150966593,"oligo","oligo",0
"01090002003426",0.123344574162491,0.10891649640156,"oligo","oligo",0
"01090004002855",0.453353621773445,0.38565996171333,"meso","meso",0
"01090001001626",0.535042373295251,0.431282100375883,"meso","meso",0
"01090001002123",0.126699631224459,0.102580182826758,"oligo","oligo",0
"01090005000605",0.398613622937883,0.315075895378915,"meso","oligo",1
"01090001002006",1.07473973336665,0.952863161502939,"eu","eu",0
"01090003001085",0.427874342501696,0.336844756706961,"meso","oligo",1
"01090001001637",0.494388827391074,0.420021842228286,"meso","meso",0
"01090005000540",0.336496147374056,0.250138425359652,"oligo","oligo",0
"01090003001037",0.101022463864484,0.0763204153818371,"oligo","oligo",0
"01090001001606",0.56908120130454,0.474337679266316,"meso","meso",0
"01090004002435",0.541592892362924,0.463516770136843,"meso","meso",0
"01090003001195",0.483950605346515,0.35823141711393,"meso","oligo",1
"01090002003527",0.370352501142125,0.30798111859156,"meso","oligo",1
"01090001002018",0.320628680296256,0.284492656539323,"oligo","oligo",0
"01090001001912",1.06884669434666,0.92311843222114,"eu","eu",0
"01090005000660",0.283737980348619,0.264625508151375,"oligo","oligo",0
"01090005000556",0.512595778275763,0.400829505018915,"meso","meso",0
"01090001001676",0.623849332704496,0.516478370823408,"meso","meso",0
"01090003000951",0.770914873139323,0.639331208373951,"eu","meso",1
"01090004002532",2.16626359421292,2.06355073630042,"eu","eu",0
"01090003000897",1.10199289497172,0.98764203900919,"eu","eu",0
"01090004002289",0.25584722427023,0.169310020990732,"oligo","oligo",0
"01090004002804",0.668723771666759,0.557171623910197,"meso","meso",0
"01090003001229",0.316375206483667,0.243906353336757,"oligo","oligo",0
"01090001001678",0.117282983234599,0.091029178537446,"oligo","oligo",0
"01090004002801",0.169585466212679,0.143320237177854,"oligo","oligo",0
"01090002003132",0.452296164660325,0.419207863468198,"meso","meso",0
"01090004002430",0.4055851382959,0.308840495435503,"meso","oligo",1
"01090004002779",0.497924438863958,0.383787031850356,"meso","meso",0
"01090001001933",0.638749928776445,0.529847103265065,"meso","meso",0
"01090001001932",1.11759798062388,0.990974441488496,"eu","eu",0
"01090003001209",0.889974560985421,0.776294408241241,"eu","eu",0
"01090003001134",0.162969403396551,0.124737821342696,"oligo","oligo",0
"01090001001886",1.02142679992891,0.886236778101099,"eu","eu",0
"01090001001709",1.30196019951211,1.19236644055345,"eu","eu",0
"01090001001762",1.19128297687142,1.08723736310615,"eu","eu",0
"01090001001622",0.322213807064101,0.272024339880515,"oligo","oligo",0
"01090001002108",0.621995978721368,0.562741516534829,"meso","meso",0
"01090003000929",0.895614449950581,0.816796001221989,"eu","eu",0
"01090003001032",0.34945210503196,0.288659549076701,"oligo","oligo",0
"01090004002677",1.04102912480036,0.933771175636951,"eu","eu",0
"01090004002888",0.73353120942837,0.640923607848544,"meso","meso",0
"01090003001240",0.161629734055428,0.117666173782055,"oligo","oligo",0
"01090004002744",0.379744309251047,0.303684869327197,"meso","oligo",1
"01090001001660",0.39207929090857,0.324619460022086,"meso","oligo",1
"01090001002135",0.256216926895971,0.212511074383309,"oligo","oligo",0
"01090005000603",0.255155909461369,0.188372723497478,"oligo","oligo",0
"01090004002582",0.443878903400965,0.338239844213177,"meso","oligo",1
"01090004002288",0.505373567781552,0.463474739300768,"meso","meso",0
"01090004002600",0.571446254778634,0.459730379409601,"meso","meso",0
"01090002003547",0.58539789518737,0.47966469651481,"meso","meso",0
"01090002002784",0.133266373581543,0.10101267471157,"oligo","oligo",0
"01090003001075",0.229084069468138,0.192556929261689,"oligo","oligo",0
"01090004002712",0.299393075221454,0.279389395846795,"oligo","oligo",0
"01090003001058",0.498267415022655,0.409198258694254,"meso","meso",0
"01090004002330",0.0250501299555917,0.0138820437858809,"oligo","oligo",0
"01090004002493",1.12636804115986,0.995313994173093,"eu","eu",0
"01090004002837",0.272261901536934,0.25824450043361,"oligo","oligo",0
"01090001002075",0.987285091510643,0.867790900615294,"eu","eu",0
"01090003001191",0.466357564812225,0.343081742826905,"meso","oligo",1
